OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Transfer,Cat,Intact Male,27.0,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Neutered Male,52.0,German Shepherd Mix,other
Return_to_owner,Dog,Neutered Male,260.0,other,Red/White
Return_to_owner,Dog,Spayed Female,312.0,other,other
Transfer,Dog,Intact Male,52.0,other,other
Adoption,Dog,Spayed Female,9.0,German Shepherd Mix,Brown/White
Transfer,Cat,Intact Female,52.0,Siamese Mix,Lynx Point
Transfer,Dog,Neutered Male,104.0,other,White/Blue
Adoption,Dog,Spayed Female,260.0,other,Sable
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Tortie
Adoption,Dog,Intact Female,104.0,Chihuahua Shorthair Mix,Brown/White
Euthanasia,Dog,Intact Male,104.0,other,Red
Return_to_owner,Dog,Neutered Male,260.0,other,Brown/White
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Brown
Transfer,Dog,Spayed Female,260.0,Labrador Retriever Mix,Chocolate
Return_to_owner,Dog,Neutered Male,260.0,Chihuahua Shorthair Mix,Tan/White
Transfer,Dog,Neutered Male,45.0,Beagle Mix,other
Transfer,Dog,Intact Female,2.0,Chihuahua Shorthair Mix,Brown
Transfer,Cat,Neutered Male,22.5,Domestic Shorthair Mix,Orange Tabby
Transfer,Dog,Neutered Male,520.0,other,Black/White
Adoption,Dog,Spayed Female,31.5,other,Black/Tan
Adoption,Cat,Spayed Female,104.0,Domestic Shorthair Mix,Blue/White
Adoption,Cat,Neutered Male,27.0,Domestic Shorthair Mix,other
Adoption,Dog,Neutered Male,104.0,other,other
Adoption,Dog,Intact Male,52.0,Pit Bull Mix,Blue
Return_to_owner,Dog,Neutered Male,104.0,German Shepherd Mix,other
Euthanasia,Cat,Spayed Female,156.0,Domestic Shorthair Mix,Calico
Transfer,Cat,Spayed Female,18.0,other,Lynx Point
Return_to_owner,Dog,Spayed Female,780.0,Chihuahua Shorthair Mix,other
Adoption,Dog,Neutered Male,208.0,other,White/Black
Transfer,Dog,Intact Male,3.0,Labrador Retriever Mix,White
Return_to_owner,Dog,Neutered Male,52.0,other,Chocolate/White
Return_to_owner,Dog,Spayed Female,156.0,other,other
Return_to_owner,Dog,Intact Male,104.0,other,White/Tan
Adoption,Cat,Spayed Female,9.0,other,Orange Tabby/White
Return_to_owner,Dog,Neutered Male,416.0,Boxer Mix,Brown
Return_to_owner,Dog,Neutered Male,364.0,other,other
Adoption,Dog,Neutered Male,45.0,other,Black
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Lynx Point
Euthanasia,Cat,Intact Female,4.5,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Dog,Neutered Male,156.0,other,Brown Brindle
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black
Transfer,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Spayed Female,22.5,Labrador Retriever Mix,Black/White
Transfer,Dog,Neutered Male,156.0,Pit Bull Mix,Brown/White
Adoption,Dog,Spayed Female,156.0,other,Tan/White
Transfer,Dog,Intact Male,104.0,Australian Cattle Dog Mix,other
Return_to_owner,Dog,Neutered Male,728.0,other,White
Adoption,Dog,Spayed Female,52.0,Australian Cattle Dog Mix,Tricolor
Adoption,Dog,Spayed Female,9.0,Border Collie Mix,Chocolate/White
Adoption,Dog,Spayed Female,104.0,other,White/Black
Transfer,Dog,Spayed Female,104.0,Pit Bull Mix,Brown Brindle/White
Adoption,Dog,Spayed Female,4.5,Border Collie Mix,Tricolor
Adoption,Dog,Spayed Female,9.0,other,White/Brown Brindle
Transfer,Dog,Intact Male,18.0,other,Black/White
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Red
Transfer,Dog,Neutered Male,104.0,other,Black/Tan
Adoption,Dog,Neutered Male,52.0,other,Tricolor
Adoption,Dog,Neutered Male,22.5,Pit Bull Mix,other
Return_to_owner,Dog,Neutered Male,208.0,other,Black/Tan
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Tan
Adoption,Cat,Neutered Male,18.0,Domestic Shorthair Mix,White/Black
Return_to_owner,Dog,Spayed Female,364.0,other,Black
Return_to_owner,Dog,Spayed Female,104.0,Miniature Schnauzer Mix,other
Adoption,Dog,Spayed Female,156.0,Pit Bull Mix,Tan/White
Transfer,Cat,Intact Female,9.0,Domestic Shorthair Mix,Tortie
Transfer,Cat,Intact Male,13.5,Domestic Shorthair Mix,Black/White
Transfer,Dog,Intact Female,22.5,Border Collie Mix,Black/White
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,Brown Tabby
Euthanasia,Dog,Intact Female,156.0,Pit Bull Mix,Blue/White
Transfer,Cat,Neutered Male,312.0,Domestic Shorthair Mix,Black
Adoption,Cat,Spayed Female,260.0,Domestic Medium Hair Mix,Tortie
Return_to_owner,Dog,Neutered Male,104.0,Catahoula Mix,White/Black
Adoption,Dog,Spayed Female,156.0,other,Brown Brindle
Adoption,Dog,Spayed Female,52.0,Pit Bull Mix,White/Black
Transfer,Dog,Intact Male,156.0,Pit Bull Mix,other
Transfer,Cat,Intact Female,45.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Spayed Female,22.5,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,52.0,other,Blue/White
Return_to_owner,Dog,Spayed Female,364.0,other,other
Transfer,Cat,Spayed Female,416.0,Domestic Longhair Mix,Black/White
Return_to_owner,Dog,Intact Male,312.0,other,Red
Return_to_owner,Dog,Spayed Female,208.0,Jack Russell Terrier Mix,White
Return_to_owner,Dog,Neutered Male,520.0,other,White
Euthanasia,Dog,Neutered Male,208.0,Labrador Retriever Mix,Black
Return_to_owner,Dog,Neutered Male,13.5,Pit Bull Mix,White/Brown
Adoption,Dog,Intact Female,4.5,Chihuahua Shorthair Mix,Black/Tan
Transfer,Dog,Intact Female,13.5,other,Tan
Return_to_owner,Dog,Intact Male,208.0,other,Red/White
Transfer,Cat,Neutered Male,312.0,Domestic Shorthair Mix,White/Black
Transfer,Dog,Intact Female,4.5,other,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,White/Black
Adoption,Cat,Neutered Male,156.0,Siamese Mix,Lynx Point
Transfer,Dog,Intact Female,104.0,Chihuahua Shorthair Mix,Tan
Transfer,Cat,Intact Male,3.0,Domestic Medium Hair Mix,Orange Tabby
Adoption,Dog,Spayed Female,156.0,other,other
Adoption,Dog,Spayed Female,27.0,Pit Bull Mix,Blue/White
Adoption,Dog,Neutered Male,9.0,Chihuahua Shorthair Mix,Tan/White
Adoption,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Black
Adoption,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,18.0,Australian Shepherd Mix,Black/White
Return_to_owner,Dog,Spayed Female,104.0,Dachshund Mix,Black/Tan
Transfer,Cat,Spayed Female,104.0,other,other
Adoption,Dog,Spayed Female,156.0,other,other
Return_to_owner,Dog,Neutered Male,104.0,other,other
Transfer,Dog,Neutered Male,676.0,other,White/Black
Adoption,Cat,Spayed Female,520.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Spayed Female,104.0,other,other
Transfer,Cat,Intact Male,0.5714285714285714,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,Black
Transfer,Dog,Neutered Male,260.0,Pit Bull Mix,Fawn/White
Transfer,Dog,Intact Female,4.5,Miniature Poodle Mix,Black/White
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,104.0,Domestic Shorthair Mix,other
Return_to_owner,Dog,Spayed Female,104.0,German Shepherd Mix,Sable
Adoption,Dog,Spayed Female,208.0,other,Black
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Spayed Female,260.0,other,other
Transfer,Dog,Intact Male,0.8571428571428571,Rat Terrier Mix,White
Adoption,Dog,Neutered Male,18.0,Cairn Terrier Mix,other
Adoption,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Cat,Intact Male,4.5,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Dog,Spayed Female,52.0,other,Black/White
Adoption,Dog,Neutered Male,104.0,Australian Shepherd Mix,Black/White
Euthanasia,Cat,Neutered Male,104.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Dog,Spayed Female,9.0,Labrador Retriever Mix,Black/White
Transfer,Cat,Intact Male,104.0,other,Black
Return_to_owner,Dog,Intact Male,52.0,other,other
Return_to_owner,Cat,Intact Female,520.0,Siamese Mix,other
Adoption,Dog,Neutered Male,22.5,other,Red
Return_to_owner,Dog,Spayed Female,572.0,Rat Terrier Mix,White/Brown
Return_to_owner,Dog,Neutered Male,104.0,German Shepherd Mix,Brown/Black
Return_to_owner,Dog,Spayed Female,312.0,German Shepherd Mix,Black
Transfer,Dog,Spayed Female,52.0,other,White/Black
Transfer,Cat,Intact Male,4.0,Domestic Shorthair Mix,Blue Tabby
Adoption,Cat,Neutered Male,13.5,Domestic Medium Hair Mix,other
Adoption,Dog,Neutered Male,52.0,other,Black/White
Adoption,Dog,Neutered Male,156.0,Pit Bull Mix,Brown Brindle/White
Transfer,Cat,Intact Male,52.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Dog,Intact Female,104.0,other,White
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Tortie
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Dog,Spayed Female,52.0,other,Black
Adoption,Dog,Neutered Male,52.0,other,Black/Tan
Adoption,Dog,Neutered Male,52.0,Pit Bull Mix,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Medium Hair Mix,Brown Tabby/White
Transfer,Cat,Intact Male,1.0,Domestic Medium Hair Mix,Orange Tabby
Adoption,Dog,Spayed Female,156.0,other,Black/Tan
Transfer,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Orange Tabby
Return_to_owner,Dog,Intact Female,104.0,Australian Cattle Dog Mix,other
Adoption,Dog,Neutered Male,52.0,other,Black/White
Adoption,Cat,Spayed Female,156.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,520.0,other,Black
Transfer,Dog,Spayed Female,4.5,other,Tricolor
Transfer,Dog,Neutered Male,208.0,other,White/Tan
Transfer,Dog,Neutered Male,13.5,Labrador Retriever Mix,Brown/White
Transfer,Dog,Spayed Female,208.0,Dachshund Mix,other
Transfer,Dog,Intact Female,0.2857142857142857,Pit Bull Mix,Chocolate/White
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Dog,Neutered Male,104.0,American Bulldog Mix,Black/White
Adoption,Cat,Neutered Male,22.5,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Spayed Female,208.0,Labrador Retriever Mix,Red
Adoption,Dog,Spayed Female,52.0,Pit Bull Mix,Brown Brindle
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black
Transfer,Cat,Spayed Female,45.0,Domestic Shorthair Mix,Black
Transfer,Cat,Intact Male,4.5,Domestic Longhair Mix,Black
Adoption,Cat,Spayed Female,18.0,Domestic Shorthair Mix,Blue Tabby
Return_to_owner,Dog,Spayed Female,364.0,other,Brown
Return_to_owner,Dog,Neutered Male,52.0,Pit Bull Mix,White/Brown
Transfer,Cat,Intact Male,52.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,52.0,other,Red
Transfer,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Neutered Male,104.0,Chihuahua Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,52.0,other,Tan/White
Euthanasia,Cat,Neutered Male,624.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Intact Female,4.5,Domestic Medium Hair Mix,Orange Tabby
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Dog,Neutered Male,104.0,Pit Bull Mix,Black/White
Adoption,Dog,Spayed Female,104.0,other,Black/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Orange Tabby
Euthanasia,Dog,Intact Male,364.0,other,Red
Adoption,Dog,Neutered Male,52.0,Siberian Husky Mix,Black/White
Adoption,Dog,Spayed Female,52.0,other,Black/White
Return_to_owner,Dog,Neutered Male,104.0,Siberian Husky Mix,White/Brown
Return_to_owner,Dog,Neutered Male,312.0,other,Cream
Adoption,Dog,Neutered Male,156.0,German Shepherd Mix,other
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Black
Transfer,Dog,Intact Male,18.0,other,Brown Brindle/White
Transfer,Dog,Intact Male,13.5,Boxer Mix,Tan/White
Adoption,Dog,Spayed Female,49.5,other,Buff
Transfer,Cat,Intact Female,18.0,Domestic Shorthair Mix,other
Transfer,Cat,Intact Male,45.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Spayed Female,468.0,Chihuahua Shorthair Mix,Black/Tan
Adoption,Dog,Neutered Male,52.0,other,Black/White
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Black/White
Return_to_owner,Cat,Neutered Male,156.0,Domestic Shorthair Mix,White
Return_to_owner,Dog,Intact Male,27.0,other,Brown/Black
Adoption,Dog,Neutered Male,40.5,Boxer Mix,Brown/Black
Transfer,Dog,Neutered Male,52.0,Australian Cattle Dog Mix,White/Black
Euthanasia,Cat,Intact Female,4.5,Siamese Mix,other
Adoption,Dog,Spayed Female,312.0,Miniature Poodle Mix,White
Adoption,Dog,Neutered Male,260.0,Chihuahua Shorthair Mix,Tan
Adoption,Dog,Neutered Male,104.0,other,Tan/White
Return_to_owner,Dog,Spayed Female,364.0,other,Tan/White
Transfer,Dog,Intact Male,104.0,other,Black/White
Euthanasia,Dog,Neutered Male,468.0,Jack Russell Terrier Mix,Chocolate/White
Transfer,Dog,Intact Male,4.5,other,other
Return_to_owner,Dog,Neutered Male,104.0,Chihuahua Shorthair Mix,Brown
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,other
Adoption,Dog,Neutered Male,52.0,other,White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,other
Transfer,Dog,Spayed Female,52.0,other,Tan
Adoption,Dog,Spayed Female,260.0,other,Brown
Return_to_owner,Dog,Neutered Male,208.0,Pit Bull Mix,Tan
Return_to_owner,Dog,Neutered Male,156.0,Pit Bull Mix,White/Black
Adoption,Dog,Spayed Female,40.5,German Shepherd Mix,other
Return_to_owner,Cat,Neutered Male,208.0,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Spayed Female,104.0,other,White
Adoption,Dog,Spayed Female,9.0,other,Tan/Black
Adoption,Dog,Neutered Male,27.0,German Shepherd Mix,Black/Tan
Adoption,Cat,Neutered Male,22.5,Domestic Medium Hair Mix,Brown Tabby
Transfer,Dog,Intact Female,9.0,other,White
Return_to_owner,Dog,Spayed Female,52.0,other,White
Adoption,Cat,Spayed Female,22.5,Domestic Shorthair Mix,Black
Adoption,Dog,Spayed Female,22.5,other,Buff
Transfer,Dog,Neutered Male,104.0,Dachshund Mix,Red
Return_to_owner,Dog,Neutered Male,260.0,other,other
Adoption,Dog,Spayed Female,31.5,other,Black/White
Return_to_owner,Dog,Neutered Male,156.0,other,Tan/White
Died,Cat,Spayed Female,520.0,Domestic Shorthair Mix,Tortie
Transfer,Cat,Intact Female,3.0,Domestic Shorthair Mix,Black/White
Transfer,Dog,Intact Male,52.0,Pit Bull Mix,Brown/White
Adoption,Dog,Neutered Male,312.0,Chihuahua Shorthair Mix,Tricolor
Adoption,Cat,Spayed Female,4.5,Domestic Shorthair Mix,other
Transfer,Cat,Intact Female,0.14285714285714285,Domestic Shorthair Mix,Torbie
Return_to_owner,Dog,Intact Female,260.0,Chihuahua Shorthair Mix,Tricolor
Adoption,Cat,Neutered Male,13.5,Domestic Medium Hair Mix,White/Blue
Adoption,Cat,Spayed Female,18.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Spayed Female,4.5,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Tortie
Return_to_owner,Dog,Neutered Male,52.0,Miniature Poodle Mix,White
Return_to_owner,Dog,Spayed Female,312.0,Chihuahua Shorthair Mix,White/Brown
Return_to_owner,Dog,Spayed Female,676.0,Labrador Retriever Mix,Black
Adoption,Dog,Neutered Male,156.0,Chihuahua Shorthair Mix,Brown
Adoption,Dog,Spayed Female,9.0,other,Sable
Return_to_owner,Dog,Neutered Male,416.0,other,other
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,other
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Dog,Neutered Male,156.0,other,Brown/White
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Tan
Transfer,Cat,Intact Female,1.0,Domestic Shorthair Mix,Calico
Transfer,Dog,Neutered Male,260.0,Shih Tzu Mix,Black/White
Adoption,Dog,Spayed Female,104.0,Yorkshire Terrier Mix,Brown/Black
Adoption,Dog,Spayed Female,104.0,Labrador Retriever Mix,Black
Adoption,Dog,Spayed Female,9.0,other,Yellow
Euthanasia,Dog,Neutered Male,208.0,Pit Bull Mix,Brown Brindle/White
Transfer,Cat,Intact Female,13.5,Domestic Medium Hair Mix,Blue
Transfer,Cat,Spayed Female,104.0,Domestic Medium Hair Mix,Orange Tabby
Adoption,Dog,Spayed Female,156.0,other,Brown Brindle/White
Transfer,Dog,Intact Male,22.5,other,White
Transfer,Cat,Neutered Male,52.0,Domestic Longhair Mix,Orange Tabby
Adoption,Dog,Spayed Female,13.5,other,other
Adoption,Dog,Neutered Male,31.5,Chihuahua Shorthair Mix,Tan
Adoption,Cat,Neutered Male,9.0,other,Blue Tabby
Adoption,Dog,Spayed Female,104.0,other,Black
Return_to_owner,Dog,Spayed Female,104.0,Pit Bull Mix,Black/White
Adoption,Cat,Spayed Female,18.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Spayed Female,27.0,Domestic Shorthair Mix,Black/White
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Orange Tabby/White
Transfer,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Orange Tabby/White
Transfer,Cat,Intact Male,1.0,Domestic Shorthair Mix,other
Transfer,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Tan
Adoption,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Blue
Adoption,Dog,Neutered Male,4.5,other,Tan/White
Transfer,Dog,Spayed Female,104.0,Chihuahua Shorthair Mix,other
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Blue/White
Adoption,Dog,Neutered Male,52.0,Pit Bull Mix,White/Black
Return_to_owner,Dog,Neutered Male,104.0,Pit Bull Mix,Blue/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Calico
Return_to_owner,Dog,Spayed Female,364.0,Pit Bull Mix,Brown Brindle/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Neutered Male,156.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Spayed Female,104.0,other,Blue
Adoption,Dog,Spayed Female,36.0,Pit Bull Mix,White/Tan
Euthanasia,Cat,Spayed Female,416.0,Domestic Shorthair Mix,Calico
Adoption,Dog,Neutered Male,27.0,other,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Cat,Intact Female,2.0,Siamese Mix,other
Return_to_owner,Dog,Neutered Male,52.0,other,Tricolor
Return_to_owner,Dog,Spayed Female,104.0,Pit Bull Mix,Blue/White
Transfer,Dog,Spayed Female,9.0,other,Black/White
Adoption,Dog,Neutered Male,208.0,Chihuahua Shorthair Mix,Tricolor
Return_to_owner,Dog,Intact Male,728.0,other,Sable
Transfer,Cat,Intact Male,1.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Neutered Male,18.0,Domestic Shorthair,Brown Tabby/White
Adoption,Cat,Neutered Male,36.0,Domestic Shorthair Mix,Orange Tabby/White
Transfer,Dog,Neutered Male,52.0,other,Black/Tan
Transfer,Dog,Intact Male,4.5,Pit Bull Mix,Brown Brindle/White
Adoption,Cat,Spayed Female,9.0,Domestic Longhair Mix,Black/White
Euthanasia,Dog,Neutered Male,312.0,other,Tan/Black
Return_to_owner,Dog,Spayed Female,156.0,Pit Bull Mix,Black/White
Euthanasia,Cat,Intact Male,4.5,Domestic Shorthair Mix,Blue Tabby/White
Transfer,Dog,Spayed Female,156.0,other,Tan
Return_to_owner,Dog,Spayed Female,364.0,other,White/Black
Return_to_owner,Dog,Intact Female,52.0,American Bulldog Mix,Black/White
Transfer,Cat,Neutered Male,260.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Neutered Male,52.0,Pit Bull Mix,Tan
Return_to_owner,Dog,Spayed Female,260.0,Pit Bull Mix,Brown/White
Transfer,Dog,Spayed Female,104.0,Pit Bull Mix,Brown/White
Adoption,Dog,Neutered Male,104.0,Cairn Terrier Mix,other
Transfer,Cat,Intact Male,3.0,Domestic Longhair Mix,Blue
Adoption,Dog,Spayed Female,104.0,Dachshund Mix,Red
Adoption,Dog,Neutered Male,208.0,other,Tan/White
Adoption,Dog,Spayed Female,4.5,Labrador Retriever Mix,other
Adoption,Cat,Spayed Female,416.0,Domestic Shorthair Mix,other
Died,Cat,Neutered Male,520.0,Siamese Mix,other
Transfer,Cat,Intact Female,9.0,Domestic Shorthair Mix,Black
Transfer,Dog,Neutered Male,9.0,other,Black
Transfer,Cat,Neutered Male,9.0,Domestic Medium Hair Mix,Brown Tabby
Return_to_owner,Dog,Neutered Male,260.0,German Shepherd Mix,Black/Tan
Transfer,Cat,Intact Female,9.0,other,Blue
Adoption,Cat,Spayed Female,208.0,Domestic Shorthair Mix,Tortie
Adoption,Cat,Intact Male,27.0,Domestic Shorthair Mix,Black
Transfer,Cat,Spayed Female,260.0,Domestic Shorthair Mix,Black
Adoption,Dog,Neutered Male,208.0,Chihuahua Shorthair Mix,other
Adoption,Dog,Neutered Male,364.0,other,Black/Tan
Adoption,Cat,Neutered Male,22.5,Domestic Shorthair Mix,Cream Tabby
Transfer,Dog,Intact Male,13.5,other,other
Adoption,Dog,Neutered Male,13.5,Dachshund Mix,Tricolor
Adoption,Dog,Spayed Female,572.0,Labrador Retriever Mix,Red/White
Return_to_owner,Dog,Neutered Male,364.0,Chihuahua Shorthair Mix,Black/Brown
Adoption,Cat,Spayed Female,52.0,Domestic Shorthair Mix,other
Transfer,Dog,Intact Female,36.0,Labrador Retriever Mix,White/Brown
Euthanasia,Dog,Spayed Female,468.0,Pit Bull Mix,Brown/White
Transfer,Dog,Intact Male,4.5,Shih Tzu Mix,other
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Spayed Female,104.0,other,Tan/Black
Transfer,Dog,Neutered Male,104.0,other,other
Return_to_owner,Dog,Spayed Female,156.0,other,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black/White
Transfer,Cat,Intact Male,13.5,Domestic Shorthair Mix,other
Return_to_owner,Dog,Neutered Male,520.0,other,other
Euthanasia,Dog,Intact Male,312.0,other,Black
Transfer,Dog,Intact Male,0.8571428571428571,Chihuahua Longhair Mix,Tricolor
Adoption,Dog,Spayed Female,52.0,other,Tan
Return_to_owner,Dog,Neutered Male,104.0,German Shepherd Mix,Black/Tan
Adoption,Cat,Neutered Male,22.5,Domestic Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,156.0,other,Brown/White
Adoption,Dog,Neutered Male,156.0,Rottweiler Mix,Black/Tan
Adoption,Dog,Neutered Male,364.0,Labrador Retriever Mix,Yellow
Transfer,Dog,Neutered Male,104.0,Australian Cattle Dog Mix,White/Tan
